match,entity,minutesPlayed,goalScored,timestamp,team,playerankScore,wasteScore,netScore,roleCluster
5002,1009,55,0,2018-01-08 15:00:00,103,-0.247753,-0.150002,-0.097751,4
5002,1010,90,0,2018-01-08 15:00:00,107,-0.07273,0.204663,-0.277392,6
5002,1011,57,0,2018-01-08 15:00:00,102,-0.249308,0.027116,-0.276425,6
5002,1012,90,0,2018-01-08 15:00:00,101,-0.074909,-0.21141,0.136501,4
5002,1013,90,0,2018-01-08 15:00:00,111,-0.05093,0.448826,-0.499756,6
5002,1014,68,1,2018-01-08 15:00:00,105,-0.215099,0.188847,-0.403945,2
5002,1015,82,0,2018-01-08 15:00:00,101,-0.122274,-0.083095,-0.039179,4
5002,1016,71,0,2018-01-08 15:00:00,100,0.120158,-0.075555,0.195712,3
5002,1017,63,0,2018-01-08 15:00:00,111,-0.236971,0.566404,-0.803375,4
5002,1018,40,0,2018-01-08 15:00:00,111,-0.120538,0.285672,-0.406209,7
5002,1019,83,0,2018-01-08 15:00:00,116,0.323686,-0.156471,0.480157,6
5002,1020,63,0,2018-01-08 15:00:00,109,-0.332195,-0.07005,-0.262144,2
5002,1021,68,0,2018-01-08 15:00:00,115,0.61574,0.182576,0.433164,2
5002,1022,72,0,2018-01-08 15:00:00,114,0.367092,-0.230511,0.597604,5
5002,1023,76,0,2018-01-08 15:00:00,114,0.207545,-0.116819,0.324364,3
5002,1024,74,0,2018-01-08 15:00:00,118,0.30298,0.157031,0.145948,1
5002,1025,65,0,2018-01-08 15:00:00,111,0.437491,-0.063268,0.500759,1
5002,1026,90,0,2018-01-08 15:00:00,119,0.024927,-0.197804,0.222731,4
5002,1027,67,0,2018-01-08 15:00:00,102,0.09512,-0.253001,0.348121,5
5002,1028,60,0,2018-01-08 15:00:00,104,-0.456654,0.079357,-0.536011,0
5002,1029,71,1,2018-01-08 15:00:00,118,0.453525,-0.298275,0.7518,4
5002,1030,74,0,2018-01-08 15:00:00,106,0.442138,-0.010892,0.45303,5
5002,1031,54,0,2018-01-08 15:00:00,108,0.464546,0.014878,0.449668,3
5002,1032,60,0,2018-01-08 15:00:00,106,-0.126124,-0.130311,0.004187,3
5002,1033,65,0,2018-01-08 15:00:00,117,0.090978,-0.007513,0.098491,3
5002,1034,72,0,2018-01-08 15:00:00,103,0.662405,0.096836,0.565569,3
5002,1035,90,0,2018-01-08 15:00:00,113,0.218814,0.004524,0.21429,3
5002,1036,77,0,2018-01-08 15:00:00,117,-0.150537,0.097358,-0.247895,5
5002,1037,80,0,2018-01-08 15:00:00,108,0.392569,-0.129665,0.522233,5
5002,1038,58,0,2018-01-08 15:00:00,101,-0.014345,0.125225,-0.13957,2
5002,1039,59,0,2018-01-08 15:00:00,119,0.130262,-0.199773,0.330036,7
5002,1040,90,1,2018-01-08 15:00:00,114,0.261882,-0.282536,0.544418,1
5002,1041,57,0,2018-01-08 15:00:00,106,-0.095132,0.200548,-0.29568,6
5002,1042,90,0,2018-01-08 15:00:00,111,0.828758,-0.065894,0.894652,3
5002,1043,74,0,2018-01-08 15:00:00,107,-0.200618,-0.005876,-0.194742,0
5002,1044,90,0,2018-01-08 15:00:00,114,-0.191856,0.441524,-0.63338,6
5002,1045,90,0,2018-01-08 15:00:00,102,-0.018149,-0.222257,0.204108,5
5002,1046,78,0,2018-01-08 15:00:00,113,-0.207806,-0.091349,-0.116458,0
5002,1047,81,0,2018-01-08 15:00:00,116,0.196537,0.171069,0.025468,0
5002,1048,90,0,2018-01-08 15:00:00,103,0.178272,0.174311,0.003961,0
5002,1049,79,2,2018-01-08 15:00:00,117,0.227813,-0.219797,0.44761,2
5002,1050,84,0,2018-01-08 15:00:00,107,0.279476,0.036837,0.24264,5
5002,1051,76,1,2018-01-08 15:00:00,103,-0.37269,0.047483,-0.420173,0
5002,1052,73,0,2018-01-08 15:00:00,101,0.399453,-0.062766,0.462219,3
5002,1053,73,0,2018-01-08 15:00:00,105,0.193042,0.071643,0.121399,4
5002,1054,76,0,2018-01-08 15:00:00,109,-0.302411,0.21374,-0.516151,0
5002,1055,82,0,2018-01-08 15:00:00,103,0.130554,0.374908,-0.244354,2
5002,1056,59,0,2018-01-08 15:00:00,117,0.256564,0.135641,0.120923,6
5002,1057,90,1,2018-01-08 15:00:00,111,0.326242,0.011756,0.314486,5
5002,1058,90,0,2018-01-08 15:00:00,101,-0.199231,0.266743,-0.465974,7
5002,1059,53,0,2018-01-08 15:00:00,109,-0.018793,-0.250851,0.232059,2
5002,1060,59,0,2018-01-08 15:00:00,103,-0.115721,-0.098202,-0.017519,0
5002,1061,61,0,2018-01-08 15:00:00,113,-0.125005,-0.391437,0.266432,5
5002,1062,79,0,2018-01-08 15:00:00,115,0.222384,0.009621,0.212763,4
5002,1063,90,0,2018-01-08 15:00:00,114,0.212781,0.191576,0.021205,0
5002,1064,70,0,2018-01-08 15:00:00,107,-0.101263,-0.020687,-0.080577,2
5002,1065,77,1,2018-01-08 15:00:00,113,-0.076951,-0.031015,-0.045936,1
5002,1066,90,0,2018-01-08 15:00:00,107,-0.051287,-0.281396,0.230109,3
5002,1067,89,0,2018-01-08 15:00:00,115,0.270515,-0.125571,0.396086,7
5002,1068,67,0,2018-01-08 15:00:00,112,0.703447,0.266602,0.436845,6
5002,1069,74,0,2018-01-08 15:00:00,117,0.139468,-0.037045,0.176513,2
5002,1070,67,0,2018-01-08 15:00:00,114,0.31364,0.212021,0.101619,5
5002,1071,69,0,2018-01-08 15:00:00,112,-0.012624,-0.290991,0.278367,7
5002,1072,90,0,2018-01-08 15:00:00,108,-0.296317,-0.016782,-0.279535,7
5002,1073,90,0,2018-01-08 15:00:00,114,-0.362292,-0.018411,-0.343881,7
5002,1074,90,0,2018-01-08 15:00:00,112,0.372023,0.026782,0.345241,0
5002,1075,74,0,2018-01-08 15:00:00,100,-0.278812,0.070103,-0.348916,3
5002,1076,86,0,2018-01-08 15:00:00,106,0.290234,0.042492,0.247742,0
5002,1077,90,0,2018-01-08 15:00:00,108,0.365093,0.208634,0.156459,5
5002,1078,74,0,2018-01-08 15:00:00,100,-0.184422,0.054267,-0.23869,0
5002,1079,74,0,2018-01-08 15:00:00,111,-0.160376,0.141913,-0.302289,1
5002,1080,90,1,2018-01-08 15:00:00,107,-0.006982,-0.045999,0.039018,3
5002,1081,59,0,2018-01-08 15:00:00,110,-0.386086,0.103978,-0.490064,3
5002,1082,83,1,2018-01-08 15:00:00,118,0.058257,0.039129,0.019128,5
5002,1083,82,0,2018-01-08 15:00:00,116,0.46947,0.200614,0.268856,6
5002,1084,77,0,2018-01-08 15:00:00,107,0.142355,0.149881,-0.007526,1
5002,1085,69,0,2018-01-08 15:00:00,102,-0.031341,0.112107,-0.143448,2
5002,1086,85,0,2018-01-08 15:00:00,102,-0.133705,-0.016284,-0.11742,0
5002,1087,79,0,2018-01-08 15:00:00,100,-0.230655,0.365523,-0.596178,4
5002,1088,61,0,2018-01-08 15:00:00,104,-0.499963,-0.123144,-0.37682,0
5002,1089,90,0,2018-01-08 15:00:00,109,-0.097367,-0.219373,0.122007,7
5002,1090,76,1,2018-01-08 15:00:00,106,0.346891,0.220264,0.126627,0
5002,1091,90,0,2018-01-08 15:00:00,108,-0.254029,-0.159939,-0.09409,2
5002,1092,76,0,2018-01-08 15:00:00,106,-0.003341,0.006823,-0.010164,0
5002,1093,76,0,2018-01-08 15:00:00,108,0.195308,0.08302,0.112289,1
5002,1094,85,0,2018-01-08 15:00:00,107,0.065046,0.291638,-0.226591,1
5002,1095,89,0,2018-01-08 15:00:00,111,0.197758,0.045303,0.152455,3
5002,1096,78,0,2018-01-08 15:00:00,101,0.209547,0.1371,0.072447,5
5002,1097,68,0,2018-01-08 15:00:00,100,0.428269,0.15403,0.274239,6
5002,1098,81,0,2018-01-08 15:00:00,115,-0.08496,-0.233736,0.148776,4
5002,1099,90,0,2018-01-08 15:00:00,104,-0.24836,-0.142048,-0.106312,7
5002,1100,56,0,2018-01-08 15:00:00,102,-0.125357,-0.526621,0.401264,0
5002,1101,87,0,2018-01-08 15:00:00,111,0.238459,0.032581,0.205878,0
5002,1102,79,0,2018-01-08 15:00:00,107,-0.200034,0.075971,-0.276005,2
5002,1103,90,0,2018-01-08 15:00:00,102,-0.196919,0.100277,-0.297196,5
5002,1104,76,0,2018-01-08 15:00:00,100,0.152207,-0.340168,0.492375,1
5002,1105,69,0,2018-01-08 15:00:00,102,-0.277508,0.016616,-0.294125,4
5002,1106,71,0,2018-01-08 15:00:00,104,0.600038,0.081486,0.518552,3
5002,1107,68,0,2018-01-08 15:00:00,114,0.261467,0.123281,0.138186,1
5002,1108,90,0,2018-01-08 15:00:00,113,-0.026155,-0.144514,0.118359,7
5002,1109,90,0,2018-01-08 15:00:00,102,0.268636,-0.120593,0.38923,5
5002,1110,90,0,2018-01-08 15:00:00,100,0.351174,0.024393,0.326781,7
5002,1111,83,0,2018-01-08 15:00:00,104,-0.210522,0.00513,-0.215653,6
5002,1112,75,1,2018-01-08 15:00:00,113,-0.134693,-0.14346,0.008767,3
5002,1113,71,0,2018-01-08 15:00:00,106,0.123484,0.183602,-0.060118,6
5002,1114,66,2,2018-01-08 15:00:00,108,0.979562,0.066187,0.913375,2
5002,1115,64,0,2018-01-08 15:00:00,114,0.181953,0.107577,0.074376,7
5002,1116,90,0,2018-01-08 15:00:00,114,0.417373,0.063366,0.354007,2
5002,1117,58,1,2018-01-08 15:00:00,109,0.272283,-0.286998,0.559281,0
5002,1118,90,0,2018-01-08 15:00:00,112,0.06357,0.288454,-0.224885,6
5002,1119,71,0,2018-01-08 15:00:00,118,0.012925,-0.331291,0.344217,5
5003,1000,70,0,2018-01-15 15:00:00,106,0.439196,0.355053,0.084143,6
5003,1001,75,0,2018-01-15 15:00:00,119,0.074697,0.049633,0.025063,7
5003,1002,90,0,2018-01-15 15:00:00,114,0.159314,0.004912,0.154402,6
5003,1003,84,0,2018-01-15 15:00:00,110,-0.844228,-0.272959,-0.571269,0
5003,1004,72,1,2018-01-15 15:00:00,107,-0.327672,0.185483,-0.513155,3
5003,1005,60,0,2018-01-15 15:00:00,106,0.031038,0.067783,-0.036745,4
5003,1006,89,0,2018-01-15 15:00:00,118,-0.12182,0.231611,-0.35343,7
5003,1007,74,0,2018-01-15 15:00:00,110,-0.356866,-0.116413,-0.240454,3
5003,1008,90,0,2018-01-15 15:00:00,110,0.404714,0.239799,0.164915,5
5003,1009,83,0,2018-01-15 15:00:00,103,-0.09977,0.258475,-0.358245,4
5003,1010,80,1,2018-01-15 15:00:00,107,-0.10183,-0.031155,-0.070675,6
5003,1011,64,1,2018-01-15 15:00:00,102,-0.210029,0.052851,-0.26288,6
5003,1012,82,0,2018-01-15 15:00:00,101,-0.249542,0.054277,-0.303819,4
5003,1013,36,0,2018-01-15 15:00:00,111,0.131994,0.278637,-0.146642,6
5003,1014,65,0,2018-01-15 15:00:00,105,-0.171281,0.166191,-0.337472,2
5003,1015,90,0,2018-01-15 15:00:00,101,0.120367,-0.072335,0.192703,4
5003,1016,79,0,2018-01-15 15:00:00,100,0.224897,-0.230114,0.455012,3
5003,1017,90,0,2018-01-15 15:00:00,111,0.528109,0.092638,0.435471,4
5003,1018,63,0,2018-01-15 15:00:00,111,0.015225,0.074719,-0.059494,7
5003,1019,62,0,2018-01-15 15:00:00,116,0.196756,0.405721,-0.208964,6
5003,1020,85,0,2018-01-15 15:00:00,109,0.391602,0.035037,0.356565,2
5003,1021,90,0,2018-01-15 15:00:00,115,0.520613,0.036682,0.483932,2
5003,1022,90,0,2018-01-15 15:00:00,114,0.464667,0.109289,0.355378,5
5003,1023,81,0,2018-01-15 15:00:00,114,0.251351,-0.076694,0.328045,3
5003,1024,66,0,2018-01-15 15:00:00,118,-0.293715,-0.26057,-0.033145,1
5003,1025,60,0,2018-01-15 15:00:00,111,0.55546,-0.059614,0.615074,1
5003,1026,90,0,2018-01-15 15:00:00,119,-0.022005,-0.087605,0.0656,4
5003,1027,75,0,2018-01-15 15:00:00,102,0.610784,0.191652,0.419132,5
5003,1028,62,0,2018-01-15 15:00:00,104,-0.125938,-0.045832,-0.080106,0
5003,1029,90,0,2018-01-15 15:00:00,118,-0.532752,0.256933,-0.789685,4
5003,1030,76,1,2018-01-15 15:00:00,106,0.354583,0.110393,0.24419,5
5003,1031,88,0,2018-01-15 15:00:00,108,0.178358,-0.084462,0.26282,3
5003,1032,65,0,2018-01-15 15:00:00,106,-0.447155,-0.06635,-0.380804,3
5003,1033,85,0,2018-01-15 15:00:00,117,-0.270344,-0.429103,0.158759,3
5003,1034,65,0,2018-01-15 15:00:00,103,-0.236156,0.141472,-0.377628,3
5003,1035,88,0,2018-01-15 15:00:00,113,-0.006658,-0.240522,0.233865,3
5003,1036,56,1,2018-01-15 15:00:00,117,-0.02982,0.059256,-0.089075,5
5003,1037,90,0,2018-01-15 15:00:00,108,0.282733,0.040082,0.242651,5
5003,1038,90,0,2018-01-15 15:00:00,101,0.231647,0.113356,0.118291,2
5003,1039,70,0,2018-01-15 15:00:00,119,0.071147,-0.155525,0.226672,7
5003,1040,75,0,2018-01-15 15:00:00,114,0.434518,0.007998,0.42652,1
5003,1041,90,0,2018-01-15 15:00:00,106,0.221647,-0.064647,0.286294,6
5003,1042,83,0,2018-01-15 15:00:00,111,0.606604,-0.212321,0.818926,3
5003,1043,84,0,2018-01-15 15:00:00,107,-0.22427,-0.279365,0.055094,0
5003,1044,90,0,2018-01-15 15:00:00,114,-0.109998,0.169742,-0.27974,6
5003,1045,59,0,2018-01-15 15:00:00,102,0.63761,-0.116199,0.753809,5
5003,1046,86,0,2018-01-15 15:00:00,113,0.10465,-0.042262,0.146912,0
5003,1047,71,0,2018-01-15 15:00:00,116,-0.221356,0.293695,-0.515051,0
5003,1048,55,0,2018-01-15 15:00:00,103,0.101141,-0.148675,0.249815,0
5003,1049,64,0,2018-01-15 15:00:00,117,0.259063,-0.030823,0.289886,2
5003,1050,68,0,2018-01-15 15:00:00,107,-0.025378,-0.044208,0.018829,5
5003,1051,56,0,2018-01-15 15:00:00,103,0.020373,0.004912,0.01546,0
5003,1052,62,0,2018-01-15 15:00:00,101,0.19952,0.376889,-0.177368,3
5003,1053,86,0,2018-01-15 15:00:00,105,-0.442953,0.386933,-0.829887,4
5003,1054,65,0,2018-01-15 15:00:00,109,0.039265,-0.178022,0.217287,0
5003,1055,66,0,2018-01-15 15:00:00,103,0.278883,0.063268,0.215615,2
5003,1056,71,0,2018-01-15 15:00:00,117,0.390437,-0.163874,0.554311,6
5003,1057,82,0,2018-01-15 15:00:00,111,-0.271552,0.237919,-0.509471,5
5003,1058,72,0,2018-01-15 15:00:00,101,-0.268798,0.029942,-0.29874,7
5003,1059,90,0,2018-01-15 15:00:00,109,0.198562,0.227135,-0.028573,2
5003,1060,69,1,2018-01-15 15:00:00,103,-0.310843,-0.219794,-0.091049,0
5003,1061,55,0,2018-01-15 15:00:00,113,0.078927,-0.174321,0.253247,5
5003,1062,79,1,2018-01-15 15:00:00,115,0.043661,0.551019,-0.507358,4
5003,1063,78,0,2018-01-15 15:00:00,114,0.261882,-0.025479,0.287361,0
5003,1064,72,0,2018-01-15 15:00:00,107,0.260591,0.205432,0.05516,2
5003,1065,66,0,2018-01-15 15:00:00,113,0.018785,0.175481,-0.156695,1
5003,1066,76,0,2018-01-15 15:00:00,107,0.075893,-0.012583,0.088476,3
5003,1067,90,0,2018-01-15 15:00:00,115,0.015229,-0.020132,0.035361,7
5003,1068,42,0,2018-01-15 15:00:00,112,-0.19889,0.184973,-0.383863,6
5003,1069,77,0,2018-01-15 15:00:00,117,0.109246,-0.03639,0.145636,2
5003,1070,52,0,2018-01-15 15:00:00,114,0.302918,0.006097,0.296821,5
5003,1071,77,0,2018-01-15 15:00:00,112,-0.238003,-0.202994,-0.03501,7
5003,1072,65,0,2018-01-15 15:00:00,108,0.117989,-0.271626,0.389616,7
5003,1073,90,0,2018-01-15 15:00:00,114,0.081113,-0.057815,0.138928,7
5003,1074,74,0,2018-01-15 15:00:00,112,-0.15876,-0.124031,-0.034729,0
5003,1075,82,0,2018-01-15 15:00:00,100,-0.151295,-0.124318,-0.026977,3
5003,1076,87,0,2018-01-15 15:00:00,106,-0.449955,0.140642,-0.590597,0
5003,1077,76,0,2018-01-15 15:00:00,108,0.837195,-0.278077,1.115272,5
5003,1078,90,0,2018-01-15 15:00:00,100,0.372678,-0.105175,0.477853,0
5003,1079,41,0,2018-01-15 15:00:00,111,0.318351,-0.047123,0.365475,1
5003,1080,81,0,2018-01-15 15:00:00,107,0.319662,-0.20597,0.525633,3
